,Symbol,Q3 Date,Q3 Price,Q2 Date,Q2 Price,Q1 Date,Q1 Price,Q1 P/E,Q2 P/E,Q3 P/E,Q1 ROE,Q2 ROE,Q3 ROE,Sector,Q1 Rev Growth,Q1 Op Inc Growth,Q1 EPS Growth,Q2 Rev Growth,Q2 Op Inc Growth,Q2 EPS Growth,Q3 Rev Growth,Q3 Op Inc Growth,Q3 EPS Growth
95,APH,6/30/2020,95.81,3/31/2020,72.6882,12/31/2019,107.6062,104.0609691,92.02368154,113.0238262,0.070348542,0.055200876,0.054383151,Information Technology,0.023993145,0.076383671,0.129624977,-0.134356113,-0.262680316,-0.236134884,0.067400644,0.127800568,0.073187406
96,PXD,6/30/2020,97.7,3/31/2020,69.74,12/31/2019,149.2797,71.16822907,40.0582699,-36.72095672,0.02838518,0.023667185,-0.037393526,Energy,0.097672485,0.127098321,0.516421709,-0.23892465,-0.825531915,-0.170007056,-0.432338308,-3.731707317,-2.528243038
97,AMT,6/30/2020,258.54,3/31/2020,215.9405,12/31/2019,227.9102,180.6529573,231.9835783,258.4049634,0.111306722,0.114186661,0.123221832,Real Estate,-0.015305078,-0.091995057,0.128061375,0.036076311,0.061847875,-0.262169167,-0.040188651,-0.015522643,0.074857118
98,MDLZ,6/30/2020,51.13,3/31/2020,49.795,12/31/2019,54.4406,109.1061612,97.45882813,135.2501287,0.026651004,0.028667134,0.020908602,Consumer Staples,0.087804878,0.034246575,-0.488755008,-0.02979893,-0.055187638,0.023969377,-0.118681974,-0.167056075,-0.260094338
99,CME,6/30/2020,162.54,3/31/2020,172.1435,12/31/2019,199.0448,151.9239642,80.53471456,115.7631647,0.017968609,0.028839531,0.018774317,Financials,-0.108745009,-0.163747811,-0.262106176,0.337052003,0.67521815,0.631487757,-0.223244202,-0.33586832,-0.343128219
100,BXP,6/30/2020,90.38,3/31/2020,91.1939,12/31/2019,134.8875,145.7304771,28.31878881,52.18534148,0.025236042,0.082728685,0.043537218,Real Estate,0.018758582,0.133035681,0.298067484,-0.006528044,-0.007109091,2.479105445,-0.129934517,-0.284126042,-0.462186283
101,VNO,6/30/2020,37.6435,3/31/2020,35.0485,12/31/2019,63.7477,59.21828262,382.8869315,-38.83934469,0.030562847,0.002558714,-0.028511101,Real Estate,-0.010715489,-0.09510328,-0.386964692,-0.035655403,-0.175925735,-0.914964375,-0.228343516,0.29442252,-11.58783046
102,NOV,6/30/2020,12.25,3/31/2020,9.83,12/31/2019,24.9305,-24.73623636,-1.839223254,-50.71236559,-0.049498586,-0.373131608,-0.017032967,Energy,0.072906867,-1.266233766,-0.577872061,-0.174484875,-4.58739255,-4.303021283,-0.205523101,0.948717949,0.954803402
103,GILD,6/30/2020,76.94,3/31/2020,74.1004,12/31/2019,63.8124,30.1546727,60.67537589,-28.91874813,0.119689234,0.070285947,-0.185222167,Health Care,0.049072091,1.742023082,3.301460592,-0.056302092,1.197621226,-0.422891356,-0.072999279,-2.241881765,-3.178536921
104,MKC,8/31/2020,206.199997,5/31/2020,,2/29/2020,,134.6520386,120.6301247,134.8654032,0.040624386,0.053672703,0.052406743,Consumer Staples,-0.183728448,-0.350935829,-0.321425872,0.156023102,0.325437693,0.353829448,0.020840768,0.060606061,0.048167166
105,ANTM,6/30/2020,262.98,3/31/2020,226.3224,12/31/2019,299.9591,82.82596562,38.10181442,29.51014587,0.029437721,0.048054776,0.066057176,Health Care,0.026017244,-0.230585424,-0.204052747,0.08536046,0.772515528,0.640160594,-0.009168704,0.467367499,0.500269363
106,EQR,6/30/2020,58.82,3/31/2020,61.1092,12/31/2019,79.335,105.9029325,76.62243712,87.00822828,0.028090139,0.029306291,0.02461748,Real Estate,-0.001789402,0.110187505,0.085098062,-0.002324837,0.03217248,0.064621628,-0.042203981,-0.154509854,-0.152355995
107,ZBH,6/30/2020,119.36,3/31/2020,100.8696,12/31/2019,148.9982,96.5909753,-40.96277758,-119.475547,0.025887747,-0.042808075,-0.017747006,Health Care,0.123282604,0.370219691,-0.259309232,-0.160841135,-2.35391924,-2.596342467,-0.312647158,0.623464912,0.594297596
108,FISV,6/30/2020,97.62,3/31/2020,94.99,12/31/2019,115.63,325.2620405,167.4925714,33229.848,0.007489615,0.012310398,6.33E-05,Information Technology,0.293158568,0.130023641,0.071719273,-0.068232386,0.315899582,0.595302391,-0.080657999,-0.737678855,-0.994816003
109,SBUX,6/28/2020,,3/29/2020,,12/29/2019,,115.7476651,241.2942373,-125.8798662,-0.131022648,-0.043611639,0.078686091,Consumer Discretionary,0.051889729,0.126003877,0.116791062,-0.155190148,-0.600426299,-0.625984993,-0.295811999,-2.444193681,-3.087330122
110,CMS,6/30/2020,58.0377,3/31/2020,57.9297,12/31/2019,61.5903,104.9616729,67.98991951,122.263243,0.033280191,0.046865959,0.026083621,Utilities,0.161060802,-0.113960114,-0.193238375,0.038440111,0.183279743,0.45201861,-0.225858369,-0.258152174,-0.44287173
111,LB,8/1/2020,,5/2/2020,,2/1/2020,,-32.88655,-11.19191919,-138.4893878,0.12808539,0.159591617,0.025681342,Consumer Discretionary,-0.648608455,-4.925925926,-0.541292317,0.00012636,0.000949686,0.000401045,0.401878481,1.138496308,0.835543074
112,APA,6/30/2020,13.4752,3/31/2020,4.16,12/31/2019,25.2728,-3.201561022,-0.351,-13.19592124,-0.914285714,3.595505618,0.236085627,Energy,0.130041725,-43.65714286,-16.5058213,-0.172923077,-0.464501005,-0.501393481,-0.44047619,0.964783901,0.913839612
113,PPL,6/30/2020,25.84,3/31/2020,24.3458,12/31/2019,34.928,72.44537385,33.78256607,57.79506605,0.028019398,0.04183974,0.026372278,Utilities,0.010863942,-0.045454545,-0.257873349,0.051177073,0.178932179,0.494742082,-0.153359299,-0.271725826,-0.379596481
114,USB,6/30/2020,36.82,3/31/2020,34.0488,12/31/2019,57.9114,60.6783646,44.16748693,80.53373004,0.028657937,0.022723744,0.013288332,Financials,-0.042748092,-0.225251678,-0.210672136,0.018607124,-0.220898755,-0.192267393,0.011482255,-0.472550382,-0.406926968
115,DRI,8/30/2020,,5/31/2020,,2/23/2020,,62.31981059,-20.31165625,314.2687739,0.099222621,-0.205902539,0.0152,Consumer Discretionary,0.141071776,20.24427481,8.473607772,-0.458725762,-3.121810995,-3.03808235,0.202582474,-1.095850974,-1.071530469
116,L,6/30/2020,34.2313,3/31/2020,34.7017,12/31/2019,52.2337,71.30020404,-15.76072147,-11.53943272,0.011349966,-0.037250973,-0.048535224,Financials,0.033099936,1.049019608,2.076428841,-0.028958718,-3.337320574,-4.00547373,-0.109137056,0.026612078,-0.34730082
117,XEL,6/30/2020,62.5,3/31/2020,59.9016,12/31/2019,62.6646,112.8821219,107.0106549,114.7648084,0.022056047,0.022177116,0.021441913,Utilities,-0.071357451,-0.406332454,-0.451192265,0.004646176,0.011111111,0.008358403,-0.080042689,-0.072527473,-0.027118281
118,WY,6/30/2020,22.46,3/31/2020,16.95,12/31/2019,29.8378,-1589.68339,84.428515,233.0175089,-0.001712119,0.018559762,0.008778347,Real Estate,-0.073608618,0.673267327,-1.141532197,0.11627907,-0.289940828,11.69579116,-0.056134259,0.0125,-0.519874477
119,WFC,6/30/2020,25.4951,3/31/2020,28.0132,12/31/2019,51.9582,76.55560613,177.4012036,-43.99753386,0.015351651,0.003573813,-0.013261904,Financials,-0.097682871,-0.411052976,-0.353748298,-0.107905337,-0.815657968,-0.76733461,0.006716713,-10.41114458,-4.669621937
120,SPGI,6/30/2020,328.8668,3/31/2020,244.0685,12/31/2019,271.3299,123.0764463,92.92936784,100.4455542,1.129436326,-2.556,3.771428571,Financials,0.02723505,-0.081930415,-0.119246996,0.029394813,0.114914425,0.191344305,0.087905935,0.211622807,0.246608463
121,PNC,6/30/2020,104.0474,3/31/2020,93.5679,12/31/2019,154.8763,49.73715852,44.0016446,12.15027204,0.027720323,0.018431683,0.068930333,Financials,0.024067123,-0.036158862,0.004846912,-0.065114273,-0.459409594,-0.317107165,-0.0599631,-2.026166098,3.027059056
122,PH,6/30/2020,182.5012,3/31/2020,128.4445,12/31/2019,202.9284,129.5089775,45.37806564,80.00222843,0.032301477,0.058331255,0.048367161,Industrials,0.049021581,-0.41188394,-0.398337365,0.058450406,0.782783635,0.806447084,-0.146344079,-0.184053092,-0.194076042
123,PCAR,6/30/2020,74.5797,3/31/2020,60.6293,12/31/2019,78.1191,51.05016285,58.58807983,175.1133376,0.054738773,0.037292216,0.015107193,Industrials,-0.039233548,-0.111373524,-0.126006648,-0.156198915,-0.312631137,-0.323740067,-0.40674584,-0.588115588,-0.588448456
124,ORCL,8/31/2020,57.220001,5/31/2020,,2/29/2020,,62.36515827,53.6674708,78.97936166,0.18061117,0.258075203,0.237172058,Information Technology,0.018930726,0.108388313,0.132907652,0.065639036,0.221088435,0.252569975,-0.102691829,-0.254642526,-0.264118555
125,JPM,6/30/2020,93.1523,3/31/2020,88.2442,12/31/2019,135.7633,50.15593463,95.50394099,61.23367534,0.032602457,0.010966003,0.017722505,Financials,-0.034422821,-0.073651907,-0.043908263,-0.002823762,-0.70506389,-0.658647417,0.167392305,0.785943517,0.646420918
126,HON,6/30/2020,143.777,3/31/2020,132.0641,12/31/2019,173.7761,80.41316586,59.89244763,94.17992017,0.084459825,0.089605532,0.059569075,Industrials,0.045124367,-0.101169293,-0.032987882,-0.108782645,0.094457014,0.020351312,-0.116507149,-0.37002584,-0.307661609
127,HD,8/2/2020,,5/3/2020,,2/2/2020,,99.73842031,105.237244,65.82918857,-0.796213094,-0.643266476,-10.46376812,Consumer Discretionary,-0.052933182,-0.137826197,-0.099068382,0.096113568,-0.037320012,-0.085882307,0.346532201,0.851953602,0.929623073
128,DE,8/2/2020,,5/3/2020,,2/2/2020,,96.07846886,62.79470874,69.16448335,0.043350662,0.05613621,0.062926754,Industrials,-0.228476152,-0.263718264,-0.281356784,0.21453831,0.150166852,0.292271258,-0.037528308,0.508704062,0.21926068
129,CMI,6/28/2020,175.0304,3/29/2020,,12/31/2019,175.0304,88.79875627,38.83484589,92.22947101,0.039962701,0.07229768,0.038375973,Industrials,-0.032940361,-0.493562232,-0.503741283,-0.101649337,0.790960452,0.731777849,-0.231291159,-0.470031546,-0.453679372
130,CVX,6/30/2020,87.9619,3/31/2020,70.3967,12/31/2019,115.7259,-32.74302394,36.49222922,-19.71232561,-0.04583498,0.025005211,-0.061662118,Energy,-0.001382329,-3.721639657,-3.594509084,-0.156650133,1.348277875,1.54580873,-0.448023526,-3.546094536,-3.313152834
131,CPB,8/2/2020,,4/26/2020,,1/26/2020,,12.09577748,92.06875238,175.7190698,0.48436247,0.065242718,0.033554428,Consumer Staples,-0.009619789,0.091194969,6.253226248,0.035152636,0.017291066,-0.860927402,-0.058087578,-0.577903683,-0.488102347
132,ATO,6/30/2020,99.017,3/31/2020,98.0887,12/31/2019,110.0402,74.74195112,28.78220378,103.4226685,0.029157892,0.066353341,0.01822975,Utilities,0.973397674,1.817600178,2.020474735,1.116612968,1.311166583,1.314765634,-0.733980384,-0.762015614,-0.719069473
133,KEYS,7/31/2020,99.89,4/30/2020,96.77,1/31/2020,92.99,108.9637423,257.5990141,107.8357955,0.052126639,0.023014587,0.052474657,Information Technology,-0.022321429,-0.024038462,-0.164103669,-0.182648402,-0.497536946,-0.559807828,0.129608939,0.784313725,1.465846776
134,CTVA,6/30/2020,26.6579,3/31/2020,23.2535,12/31/2019,29.1101,-1039.36919,64.33183364,26.36326005,-0.000863878,0.011416579,0.030943365,Materials,0.560962847,0.678624813,0.9575033,0.326181696,2.725581395,13.9046769,0.312184024,1.115902965,1.797487965
135,RJF,6/30/2020,68.83,3/31/2020,62.8581,12/31/2019,88.4649,46.70814683,52.48093438,55.78431395,0.039169833,0.024860253,0.024694903,Financials,-0.011990408,-0.02972973,0.012033321,0.024757282,-0.334261838,-0.367615457,-0.111321649,-0.171548117,0.030165396
136,ABT,6/30/2020,91.0764,3/31/2020,78.2752,12/31/2019,85.7969,145.7149522,247.11897,302.7467729,0.033742923,0.018664372,0.017561646,Health Care,0.029470035,0.106844741,0.094281413,-0.07072408,-0.390648567,-0.46204144,-0.051514367,-0.155940594,-0.050260458
137,ARE,6/30/2020,162.25,3/31/2020,136.1622,12/31/2019,159.3692,90.50085325,898.1879841,87.92221342,0.022833857,0.002012854,0.024349834,Real Estate,0.045149097,0.473558478,5.182826603,0.077931656,-0.021943876,-0.913911083,-0.006735331,-0.013112457,11.17269129
138,UAL,9/30/2020,34.75,6/30/2020,34.61,3/31/2020,31.55,-4.601041667,-5.971129072,-5.002171053,-0.180930134,-0.191029705,-0.271312295,Industrials,-0.267174871,-2.128919861,-3.712905523,-0.815139742,0.684156379,-0.154717564,-1.04,-0.013439218,0.09036579
139,JBHT,6/30/2020,120.0935,3/31/2020,91.7921,12/31/2019,115.9457,86.16907856,93.64485849,104.113993,0.063817446,0.045931113,0.050901711,Industrials,0.036665172,0.221688053,0.223770373,-0.069173709,-0.245441911,-0.271515206,-0.059300008,0.132104614,0.176756238
140,SWKS,6/26/2020,125.4141,3/27/2020,86.4491,12/27/2019,120.9213,80.70826558,81.67554395,162.7385739,0.060248869,0.043714396,0.031010903,Information Technology,0.083031182,0.18554938,0.226485371,-0.145073095,-0.280562568,-0.293542466,-0.03824566,-0.260651629,-0.271907034
141,NLSN,6/30/2020,14.803,3/31/2020,12.442,12/31/2019,20.0725,-65.56985791,-246.3440104,-175.9942733,-0.049658314,-0.008806262,-0.014844137,Industrials,0.046410891,1.302702703,0.769256861,-0.078060319,-0.5625,0.834999347,-0.04041052,-0.714285714,-0.665214809
142,KEY,6/30/2020,12.0035,3/31/2020,10.0602,12/31/2019,19.4132,40.78493938,67.25932755,62.40157483,0.027526705,0.008385503,0.01066013,Financials,0.004932182,0.120082816,0.142284617,-0.105521472,-0.689463956,-0.685770709,0.172839506,0.279761905,0.286086782
143,MNST,6/30/2020,69.32,3/31/2020,56.26,12/31/2019,63.55,134.9175618,109.0592741,118.258915,0.061121272,0.07203278,0.073757207,Consumer Staples,-0.102658223,-0.198253604,-0.13581991,0.04413167,0.151218281,0.095195635,0.029939827,0.115828466,0.136274643
144,MOS,6/30/2020,12.4766,3/31/2020,10.7484,12/31/2019,21.4336,-8.813142584,-20.0566203,100.3655608,-0.100266725,-0.024206434,0.005581067,Materials,-0.245914143,-9.56344086,-20.23090354,-0.133988345,0.944583961,0.779646382,0.137144764,2.296072508,1.231964919
145,KMX,8/31/2020,106.93,5/31/2020,,2/29/2020,,41.52894969,2941.892093,59.69095434,0.057028689,0.00139116,0.074498815,Consumer Discretionary,0.036004382,0.215653962,0.246633839,-0.349362518,-0.984947566,-0.97651597,0.663836704,92.26152738,57.84986859
146,BRK.B,3/31/2020,182.83,12/31/2019,226.5,9/30/2019,208.02,0.02059432,0.012692094,-0.005934612,0.041558415,0.068643168,-0.133241835,Financials,0.021604453,0.101019202,0.175221968,0.006094933,0.869840945,0.766758904,-0.062767715,-2.732693307,-2.726315631
147,ROST,8/1/2020,,5/2/2020,,2/1/2020,,87.62680874,-102.4446934,1440.739486,0.135784218,-0.108555004,0.007689386,Consumer Discretionary,0.146612327,0.228516148,0.236356768,-0.58248647,-1.787672667,-1.680332814,0.456966049,1.183944594,1.071674517
148,FLS,6/30/2020,28.52,3/31/2020,23.7212,12/31/2019,48.9887,92.50176708,-5083.764258,431.2804627,0.038982728,-0.000367596,0.005199775,Industrials,0.071875401,-0.021257758,0.020207663,-0.162627519,-0.761710699,-1.008817976,0.034107844,0.678459612,15.16059957
149,MA,6/30/2020,295.700012,3/31/2020,241.559998,12/31/2019,298.589996,143.4285958,143.6940662,209.6253837,0.356354997,0.31363468,0.219474498,Information Technology,-0.011864786,-0.096421846,0.002107614,-0.091753512,-0.078365986,-0.191413618,-0.168121726,-0.227951153,-0.159589319
150,COG,6/30/2020,17.0929,3/31/2020,17.0129,12/31/2019,17.1189,47.35844541,126.1993632,225.8188523,0.06829695,0.024861706,0.01402322,Energy,0.075171692,0.712237145,0.658089078,-0.162367134,-0.611172365,-0.627060972,-0.14001299,-0.378294233,-0.438543135
151,RL,6/27/2020,,3/28/2020,,12/28/2019,,26.37817312,-20.12394779,-38.75387627,0.107203594,-0.092458505,-0.049970652,Consumer Discretionary,0.02608135,-0.037323037,0.885536937,-0.272233964,-2.264705882,-1.766521843,-0.617376972,0.408033827,0.482939477
152,AVB,6/30/2020,154.64,3/31/2020,145.6242,12/31/2019,205.4389,171.5221936,122.048834,127.4015329,0.015255403,0.015393338,0.015715273,Real Estate,0.010130817,0.017446699,-0.401070107,0.013621063,-0.145188174,-0.003823868,-0.041961203,-0.047185627,0.017298602
153,CBRE,6/30/2020,45.22,3/31/2020,37.71,12/31/2019,61.29,32.71285046,74.40121134,186.276462,0.102302167,0.028093549,0.013116124,Real Estate,0.201567197,0.622843698,1.490568546,-0.172800768,-0.571287616,-0.729475122,-0.086223385,-0.572540742,-0.521041728
154,BIIB,9/30/2020,283.679993,6/30/2020,267.55,3/31/2020,316.38,39.14329069,27.91569613,66.07742104,0.111509616,0.136364038,0.065204257,Health Care,-0.037316482,0.023738539,0.000431978,0.041677277,0.084949723,0.185781573,-0.680926771,-0.449784756,-0.515870374
155,DGX,6/30/2020,113.4209,3/31/2020,79.3099,12/31/2019,104.9501,56.41586403,108.1498636,83.37968865,0.044850204,0.017500442,0.031726977,Health Care,-0.015337423,0.159744409,0.185396409,-0.053997923,-0.517906336,-0.605798021,0.002744237,0.617142857,0.854949341
156,EA,6/30/2020,132.05,3/31/2020,100.17,12/31/2019,107.51,91.35242775,69.97521531,105.64,0.047809866,0.056024662,0.04690311,Communication Services,0.181750742,0.347014925,-0.592092585,-0.129315756,0.110803324,0.216370542,0.051910598,0.174563591,-0.12679618
157,EBAY,6/30/2020,52.2954,3/31/2020,29.863,12/31/2019,35.7095,52.27973561,6.625524912,49.84186247,0.193728223,1.613238771,0.257064094,Consumer Discretionary,0.064930162,0.163533835,0.844236844,-0.158454449,0.016155089,5.598740941,0.206823926,0.305246423,-0.767213857
158,SYK,6/30/2020,180.19,3/31/2020,165.9391,12/31/2019,208.4896,109.334822,127.8034001,-815.1969277,0.056609667,0.037590545,-0.006507762,Health Care,0.151658768,0.503184713,0.556200269,-0.131445171,-0.327330508,-0.319105979,-0.229654404,-1.031496063,-1.170241607
159,BBY,8/1/2020,,5/2/2020,,2/1/2020,,29.65999293,117.5453789,60.42254398,0.214141995,0.046627566,0.114346215,Consumer Discretionary,0.556329373,1.448101266,1.543613045,-0.436562253,-0.763185109,-0.78272473,0.157439851,1.480349345,1.699361284
160,MCK,6/30/2020,153.0012,3/31/2020,134.5382,12/31/2019,137.2,132.7741935,23.58701058,56.16935946,0.030126336,0.200510605,0.081527727,Health Care,0.027006387,-0.047222222,1.259040328,-0.010765227,3.644314869,4.519930709,-0.048791321,-0.574387947,-0.52244513
161,CCL,8/31/2020,16.48,5/31/2020,,2/29/2020,,-29.30427657,-2.769272977,-4.467296257,-0.032153149,-0.209884837,-0.146592832,Consumer Discretionary,0.001463823,-2.470103093,-2.868664386,-0.845479223,4.858345021,4.313116893,-0.958108108,-0.441465166,-0.391908442
162,DHR,7/3/2020,153.1055,4/3/2020,135.0081,12/31/2019,153.1055,87.13721383,160.598612,139.1633517,0.04212338,0.019162714,0.025572436,Health Care,-0.436741905,-0.017129851,0.918292483,0.530715821,-0.149908592,-0.521553049,0.219727844,0.86265233,0.535864678
163,ADBE,8/28/2020,516.440002,5/29/2020,386.6,2/28/2020,345.12,176.3545131,170.4554545,262.2758125,0.09125657,0.101093649,0.081533339,Information Technology,0.033107226,-0.033952896,0.123023775,0.011970236,0.084311633,0.158954915,0.03101023,0.052165354,-0.131818663
164,CINF,6/30/2020,64.03,3/31/2020,74.7191,12/31/2019,103.3357,27.25355283,-9.885349119,11.37606711,0.063463098,-0.152449639,0.098185353,Financials,-0.004129387,1.577922078,1.531844709,0.00967519,-2.968513854,-2.993483031,0.018480493,1.741522713,1.744648789
165,TFC,3/31/2020,30.066,12/31/2019,54.4527,9/30/2019,51.1802,48.12799898,62.45026578,38.02435424,0.025594093,22.64516129,0.016091188,Financials,-0.012820513,-0.065236819,-0.07029078,-0.258408258,-0.159655832,-0.190225875,0.987427032,-0.912400455,-0.081787883
166,WM,6/30/2020,105.4044,3/31/2020,91.6625,12/31/2019,112.3437,107.5181988,108.2683934,145.5404728,0.063242784,0.053537001,0.044550863,Industrials,-0.030501639,-0.106412005,-0.09781811,-0.030421217,-0.135877863,-0.189744277,-0.045052293,-0.068904594,-0.144563086
167,FCX,6/30/2020,11.57,3/31/2020,6.75,12/31/2019,13.0715,2107.416278,-19.96130346,318.2841509,0.00096795,-0.055448899,0.005919142,Materials,0.240405963,14.13559322,1.04349046,-0.284581948,-1.651612903,-55.54032258,0.091493924,1.617821782,1.107496673
168,DIS,6/27/2020,,3/28/2020,,12/28/2019,,125.6894874,380.5704348,-41.80510485,0.023474492,0.005088102,-0.054981017,Communication Services,0.092041885,0.843150685,0.99793246,-0.136590277,-0.544778893,-0.781562608,-0.345938142,-5.078367347,-11.30292144
169,TJX,8/1/2020,,5/2/2020,,2/1/2020,,72.83414463,-65.12112742,-290.901791,0.165560676,-0.187264861,-0.045964345,Consumer Discretionary,0.167933395,0.193559712,0.193768199,-0.638807052,-1.992657426,-1.917424036,0.512303102,0.974112392,0.758789629
170,LUV,6/30/2020,34.18,3/31/2020,35.61,12/31/2019,53.773,55.24048928,-195.0973404,-21.03097268,0.052176566,-0.010358127,-0.084114727,Industrials,0.016137613,-0.188034188,-0.21120997,-0.261082024,-1.165413534,-1.187501926,-0.761927256,-9.245454545,-7.90433925
171,SNA,9/26/2020,,6/27/2020,,3/28/2020,,42.57773688,71.80836047,42.99930784,0.041185123,0.029024579,0.049654601,Industrials,-0.0971995,-0.161815068,-0.189928623,-0.137725189,-0.240551583,-0.259698142,0.164049944,0.248823134,0.797782014
172,NEE,6/30/2020,238.9648,3/31/2020,238.101,12/31/2019,238.38,120.1679692,278.0861323,92.17481462,0.026347791,0.011564981,0.034391606,Utilities,-0.176597272,-0.449466416,0.096802017,0.005448997,1.258836944,-0.568381626,-0.088662476,-0.401312468,2.027902033
173,GM,6/30/2020,25.3,3/31/2020,20.78,12/31/2019,36.1589,-266.5320979,101.7795918,-47.79630607,-0.004642037,0.007329295,-0.019285569,Consumer Discretionary,-0.131001043,-1.240451389,-1.083208106,0.061084799,2.185920578,2.505012531,-0.487052493,-2.847792998,-3.592594407
174,IFF,6/30/2020,122.46,3/31/2020,101.4591,12/31/2019,127.2826,173.4250754,92.49195475,161.4848557,0.013437175,0.021381298,0.014396594,Materials,0.012959376,-0.367505307,-0.34476386,0.049501117,0.67999726,0.494624828,-0.110251708,-0.391658428,-0.308683167
175,ITW,6/30/2020,174.85,3/31/2020,141.2139,12/31/2019,177.152,89.15637317,79.76339899,173.9730094,0.2118308,0.247919404,0.135341536,Industrials,-0.002874389,-0.050691244,-0.024574873,-0.06947247,-0.076456311,-0.108994555,-0.205700124,-0.409986859,-0.432312289
176,GIS,8/30/2020,,5/31/2020,,2/23/2020,,71.30530544,62.15861526,62.03820726,0.059946403,0.077644723,0.075657817,Consumer Staples,-0.054401918,-0.190515807,-0.218786569,0.201588403,0.250330348,0.368734987,-0.131196496,0.041568812,0.016327174
177,GE,6/30/2020,6.83,3/31/2020,7.9281,12/31/2019,11.1322,133.5405255,11.19193468,-30.06161972,0.025709846,0.175688697,-0.059034892,Industrials,0.123202055,14.10457516,1.077237392,-0.217813858,5.678304239,7.497840691,-0.135116698,-1.206870799,-1.320731811
178,XOM,6/30/2020,43.8548,3/31/2020,36.5272,12/31/2019,66.1784,49.66287663,-255.6904,-173.4294915,0.029689538,-0.003350194,-0.005993906,Energy,-0.006275425,-0.258568851,0.795381361,-0.125190404,-1.418896999,-1.107207985,-0.414571771,-0.598257502,-0.770054599
179,EMR,6/30/2020,61.598,3/31/2020,46.8623,12/31/2019,74.502,140.3425712,55.38271818,92.62857143,0.038712742,0.068777438,0.050951347,Industrials,-0.164554416,-0.464203233,-0.542736552,0.002407898,0.57112069,0.593923068,-0.059812635,-0.310013717,-0.214087337
180,ECL,6/30/2020,198.95,3/31/2020,155.4711,12/31/2019,192.0429,130.7554661,158.1866326,-28.17562162,0.049462886,0.032123871,-0.347554311,Materials,0.001492967,-0.062457454,-0.073584882,-0.210011507,-0.317117444,-0.330825481,-0.110872012,-0.491493886,-8.184426605
181,DD,6/30/2020,52.8429,3/31/2020,33.71,12/31/2019,63.0629,265.3658167,-40.41916558,-15.65881415,0.004294044,-0.015574827,-0.066963924,Materials,-0.040914117,-0.285988484,-0.522340361,0.003266718,-2.677419355,-4.509404587,-0.075272936,-2.846153846,-3.046282419
182,ED,6/30/2020,71.1905,3/31/2020,76.3851,12/31/2019,87.8782,99.22789295,68.15587856,125.5200921,0.016368882,0.020535568,0.01042524,Utilities,-0.123031204,-0.348327566,-0.376135027,0.095899695,0.430088496,0.265486326,-0.159245516,-0.407178218,-0.493941503
183,CLX,6/30/2020,218.3077,3/31/2020,171.4613,12/31/2019,150.9478,103.5248968,90.58848301,90.82727069,0.333333333,0.34676259,0.341409692,Consumer Staples,-0.037848606,-0.089147287,-0.084459905,0.230503796,0.263829787,0.298111215,0.112170499,0.32996633,0.26987188
184,AAPL,6/27/2020,,3/28/2020,,12/28/2019,,58.05649333,97.00579304,136.8509462,0.248360903,0.143436404,0.155681913,Information Technology,0.433775765,0.636416,0.64870328,-0.36491358,-0.497320975,-0.488372652,0.023528201,0.018517078,0.011809482
185,AXP,9/30/2020,100.25,6/30/2020,95.199997,3/31/2020,85.610001,,,,,,,Financials,0.028797191,-0.123565755,-0.021125002,-0.092336576,-0.772406848,-0.781345978,-0.253948853,0.376106195,-0.297131283
186,AXP,6/30/2020,,3/31/2020,,12/31/2019,,59.12355641,186.5940599,296.8476654,0.073382168,0.017471199,0.01220207,Financials,0.028797191,-0.123565755,-0.021125002,-0.092336576,-0.772406848,-0.781345978,-0.253948853,0.376106195,-0.297131283
187,AMD,6/27/2020,,3/28/2020,,12/28/2019,,314.8389412,351.9377778,391.5458599,0.060134418,0.053342114,0.047503782,Information Technology,0.18101055,0.506849315,0.365354184,-0.160319699,-0.195454545,-0.097695664,0.08174692,-0.02259887,-0.033245183
188,FRC,6/30/2020,105.8011,3/31/2020,81.9773,12/31/2019,116.8222,80.55481844,64.49106351,71.14403713,0.025005312,0.021109166,0.024278531,Financials,0.048102466,0.078553455,0.045753802,0.044119239,-0.120534949,-0.123484713,0.007913327,0.171519083,0.169926208
189,KHC,6/27/2020,,3/28/2020,,12/28/2019,,204.525394,76.602,-22.63031496,0.00352556,0.007410457,-0.033666395,Consumer Staples,0.075707702,-0.501694915,-0.798212439,-0.057986536,0.306122449,1.08197937,0.07974663,-2.743489583,-5.371349006
190,PAYC,6/30/2020,309.73,3/31/2020,202.01,12/31/2019,264.76,340.5532384,187.3437182,630.9330865,0.086170883,0.105062122,0.048798931,Information Technology,0.105156395,0.192618087,0.159302724,0.253137134,0.480478986,0.386975201,-0.250779806,-0.702276394,-0.544732864
191,WDC,7/3/2020,63.7746,4/3/2020,38.21,1/3/2020,63.7746,-136.7254014,681.0370588,85.45351351,-0.014820343,0.00183923,0.01549576,Information Technology,0.048019802,1.387596899,0.499758695,-0.013934813,2.06,1.120294143,0.026826347,0.705882353,7.851185172
192,MKTX,6/30/2020,500.3326,3/31/2020,331.7854,12/31/2019,377.5506,286.0186303,168.850635,227.647932,0.065281895,0.093768134,0.098249059,Financials,-0.013852899,-0.077525961,-0.071252172,0.30209441,0.496918703,0.488583506,0.093603901,0.143222563,0.118516407
