Company,Q1 Op Income Growth,Q2 Op Income Growth,Q3 Op Income Growth,Q1 EPS Growth,Q2 EPS Growth,Q3 EPS Growth,Q1 Rev Growth,Q2 Rev Growth,Q3 Rev Growth,Q1 Date,Q2 Date,Q3 Date
CHTR,0.21941992433795712,-0.08221302998965874,0.08901408450704225,0.8721135338561865,-0.42890507991848553,0.9518005599711953,0.027161572052401748,-0.0019556160190459995,-0.003578122337706594,2019-12-31,2020-03-31,2020-06-30
ASML,0.38866396761133604,0.8600583090379009,-0.6661442006269592,0.7563451776649747,-0.2196531791907514,-0.6555555555555556,0.16277258566978192,0.35164099129269927,-0.39544103072348863,2019-09-29,2019-12-31,2020-03-28
FISV,0.13002364066193853,0.3158995815899582,-0.7376788553259142,0.0717192728588224,0.5953023909985937,-0.994816003385467,0.29315856777493604,-0.06823238566131026,-0.08065799946935527,2019-12-31,2020-03-31,2020-06-30
AMAT,0.20601851851851852,-0.10556621880998081,0.1888412017167382,0.282063580888427,-0.14992101762554036,0.11512506418249832,0.10868407032498668,-0.04925516578567996,0.1106899166034875,2020-01-26,2020-04-26,2020-07-26
MXIM,0.08366452142252763,0.08453411887185311,-0.029234184360802194,0.04650388674590286,0.1105227706470081,0.30054083197142517,0.033824853669518234,0.01968171012757,-0.029447461898219663,2019-12-28,2020-03-28,2020-06-27
MU,-0.21428571428571427,1.0136363636363637,0.3058690744920993,-0.17806392274086,0.9897331169921112,0.22820386643233737,-0.06745723172628305,0.1336251824056702,0.11364472232438397,2020-02-27,2020-05-28,2020-09-03
CTSH,-0.06427503736920777,-0.07507987220447285,-0.19343696027633853,-0.20523281596452334,-0.06238143064390133,-0.007260176148536056,0.00847457627118644,-0.013772175536881419,-0.05325443786982249,2019-12-31,2020-03-31,2020-06-30
PCAR,-0.11137352392790553,-0.3126311372219891,-0.5881155881155881,-0.12600664816147494,-0.3237400669176077,-0.5884484557999304,-0.03923354798178106,-0.15619891453606224,-0.4067458395489858,2019-12-31,2020-03-31,2020-06-30
PYPL,0.14634146341463414,-0.5018773466833542,1.3894472361809045,0.09740543598446853,-0.8338917918316657,17.228664127521515,0.13316582914572864,-0.06913928643418665,0.13923776526634907,2019-12-31,2020-03-31,2020-06-30
INCY,-0.2926531463116829,-7.988927248231728,1.347547605134909,-0.13720795979353445,-7.543756764734823,1.396047166945847,0.05041507956220392,-0.018781854677945214,0.2102630222670961,2019-12-31,2020-03-31,2020-06-30
JD,-0.8935200163596649,3.381950988297545,2.0431056096722973,4.917402698243231,-0.7047583118736366,-0.3663689522588914,0.26580030218153683,-0.1434160410477282,-0.20690163643956982,2019-12-31,2020-03-31,2020-05-15
WBA,0.21717670286278382,-2.3422546634225467,-1.392749244712991,0.13103484744328697,-2.8244050680256203,-1.2203873692410987,0.0431288039838085,-0.03319374651032943,0.003320724206635673,2020-02-29,2020-05-31,2020-08-31
COST,0.19321394910461828,-0.06872037914691943,0.6361323155216285,0.10296645586588654,-0.1001553757137274,0.6557044491525426,0.05485961123110151,-0.04622235872235872,0.4324853754092202,2020-02-16,2020-05-10,2020-08-30
GOOG,0.009698158439577205,-0.13911072739045974,-0.199824495424345,0.5162898256379661,-0.39710769403160584,0.025365752452127237,0.13768241191140523,-0.10669560499186109,-0.06953521708496319,2019-12-31,2020-03-31,2020-06-30
NXPI,-0.15086206896551724,-0.6548223350253807,-3.1323529411764706,0.036102585444519594,-1.1883315760405684,-9.21900826446281,0.015894039735099338,-0.12168622338113863,-0.10094012864918357,2019-12-31,2020-03-29,2020-06-28
TSLA,0.37547892720306514,-0.2116991643454039,0.15547703180212014,-0.24937270797143418,-0.8621753664181023,5.248756218905473,0.17150563223861653,-0.18946370530877574,0.008521303258145364,2019-12-31,2020-03-31,2020-06-30
REGN,-0.08503723764387272,0.03611070001479947,-0.062419654335094985,0.18175972984957522,-0.21684396165175135,0.4024811161337046,0.059119312634251124,-0.15731735422908505,0.06771687999124822,2019-12-31,2020-03-31,2020-06-30
FB,0.23284620737647876,-0.33472567170918943,0.011878499915153572,0.04319248826291088,-0.22691314357566417,0.05226391139766333,0.19431225923408113,-0.15866616070581538,0.053560354062130014,2019-12-31,2020-03-31,2020-06-30
TXN,-0.0040032025620496394,-0.012861736334405145,0.31026058631921827,0.10417738359201785,0.19575729340701697,-0.012541396011204608,-0.00626865671641791,-0.027035145689396214,0.17845013893176906,2020-03-31,2020-06-30,2020-09-30
TCOM,-0.7413024085637824,-3.6017241379310345,0.5440689198144466,0.9703871314039039,-4.458498778951179,0.9116408627627909,-0.20437189767086675,-0.4323935212957409,-0.3322764743183259,2019-12-31,2020-03-31,2020-06-30
CHKP,-0.1955567140536964,-0.7729852440408627,0.1011964107676969,-0.33176017703445543,-0.7737226277372262,0.12063269922377183,-0.10561303654025753,-0.7562688064192578,0.039260020554984586,2020-03-31,2020-04-27,2020-06-30
CERN,1.059441071448686,-0.024366764935924434,-0.17646992868995828,0.9090200965882537,-0.038477231924269606,-0.06785486950986634,0.008957429125496352,-0.021141536174485102,-0.0576536347672838,2019-12-28,2020-03-31,2020-06-30
EA,0.34701492537313433,0.11080332409972299,0.1745635910224439,-0.592092584761918,0.21637054220092275,-0.12679618025721096,0.18175074183976261,-0.1293157564344005,0.05191059841384282,2019-12-31,2020-03-31,2020-06-30
INTU,26.0,4.233333333333333,-0.6581740976645435,3.210504376823676,3.516670516670517,-0.5894823748313468,0.455793991416309,0.7700471698113207,-0.39506995336442374,2020-01-31,2020-04-30,2020-07-31
ADP,0.13348978464936498,0.2813299232736573,-0.5112631879098944,0.12424305856670807,0.2641956098177296,-0.49685183918868453,0.04971822524816203,0.10309306445019757,-0.16576905973615297,2019-12-31,2020-03-31,2020-06-30
VRTX,4.551679703623167,0.3060194209967994,-0.0030421091216066114,9.075355493161853,0.02810089714316541,0.3896675643536653,0.4879167596659606,0.07206150297361075,0.006189661852265219,2019-12-31,2020-03-31,2020-06-30
ISRG,-0.28822937625754524,-0.7151943462897526,2.3548387096774195,-0.12356780907023551,-0.7829115810551578,3.7175623580770654,-0.13946935900446114,-0.22501136880400183,0.05433634549935454,2020-03-31,2020-06-30,2020-09-30
EXPE,-0.7372742200328407,-9.0875,0.34389489953632146,-0.8093268561452873,-18.84502907032895,0.4352804282057249,-0.2279370432827431,-0.19585001820167455,-0.7437754640108647,2019-12-31,2020-03-31,2020-06-30
CMCSA,-0.01741573033707865,-0.07528111301696207,-0.04225061830173125,-0.017732278490100194,-0.32026545050575916,0.3947357102920306,0.05856040556156111,-0.06299739418268892,-0.1087601939193506,2019-12-31,2020-03-31,2020-06-30
AMZN,0.22869813113715554,0.028357824181490073,0.46477813988468286,0.5283635599284857,-0.2258297804610827,1.0560552348559247,0.24942484388619768,-0.1370602497826982,0.17839156019721147,2019-12-31,2020-03-31,2020-06-30
SBUX,0.12600387704237054,-0.6004262993933431,-2.444193680755027,0.11679106158674857,-0.6259849931420273,-3.087330121521536,0.051889728768341484,-0.15519014808865594,-0.29581199859899593,2019-12-29,2020-03-29,2020-06-28
BIIB,0.023738538561062048,0.08494972251222595,-0.4497847556343378,0.0004319777401500539,0.1857815730314836,-0.515870374292717,-0.03731648190014436,0.04167727697139462,-0.6809267709691439,2020-03-31,2020-06-30,2020-09-30
VRSN,0.03451146787840488,0.02748419501221735,-0.024932407883623598,1.2701892419219236,-0.5389511930964609,0.1290787020899322,0.00637914878132819,0.005890747590585043,0.011178089163870024,2020-03-31,2020-06-30,2020-09-30
DLTR,-0.3041294642857143,0.46712109061748197,0.024596884394643345,-0.5207650526902188,1.0206331370117794,0.05303124730337399,0.09903936514566149,-0.004512849745855304,-0.0014633835973786346,2020-02-01,2020-05-02,2020-08-01
XLNX,0.116827471989762,-0.014121294845221845,0.1703672050821867,0.002746352500585135,-0.4053002598776863,1.0671969855557883,0.04515555653843337,-0.03900715316285116,0.05485548520448675,2020-03-28,2020-06-27,2020-09-26
SNPS,-0.3253521018185182,0.4385369532428356,0.6728067039993646,-0.34965818237997753,0.05714752345884313,1.2773696998637658,-0.019622104124049296,0.03229459922984824,0.1193588497748242,2020-01-31,2020-04-30,2020-07-31
ROST,0.22851614792503347,-1.787672667278476,1.183944594194409,0.23635676785679674,-1.6803328136384648,1.0716745166230983,0.14661232693108575,-0.5824864703196709,0.4569660487780523,2020-02-01,2020-05-02,2020-08-01
MSFT,0.09644549763033175,-0.0707441826957712,0.03775486471819521,0.09363514928336765,-0.07508104289496434,0.044849419306022466,0.1165027983663591,-0.051075705847287704,0.0860055395334228,2019-12-31,2020-03-31,2020-06-30
MCHP,-0.2850136239782016,0.1989329268292683,0.21741894469167197,1.8235418229557387,-0.6777592348120657,0.23531988353817207,-0.037673792794139634,0.03029361503806121,-0.012590470446320869,2019-12-31,2020-03-31,2020-06-30
IDXX,-0.17289452225290053,0.24815144727624944,0.33897800103932096,-0.1647227502658117,0.24374626318733253,0.33654845162590896,0.00023624531846034135,0.03450348998919805,0.017971184795381394,2019-12-31,2020-03-31,2020-06-30
FAST,0.13562159899539555,0.1647622558053815,-0.0819620253164557,0.1324607666580911,0.1798381371574613,-0.061326658322903634,0.070561516171979,0.10387710314557425,-0.06341948310139164,2020-03-31,2020-06-30,2020-09-30
CTAS,-0.5088244017420895,-0.3407510519558115,0.6858663478504006,-0.5287387632797603,-0.37547481420313794,1.0570981532901405,-0.5045954896565914,-0.10552244279396106,0.07840964099423062,2020-02-29,2020-05-31,2020-08-31
AAPL,0.636416,-0.49732097461770114,0.018517077725044736,0.6487032804428531,-0.4883726520930829,0.011809482043009054,0.4337757651467833,-0.36491357997800017,0.02352820125872447,2019-12-28,2020-03-28,2020-06-27
AMGN,-0.172859450726979,0.14990234375,-0.013588110403397028,-0.12740509620384818,0.07704900792259699,-0.00871634134989374,0.08018127941432805,-0.0058092625463934166,0.007304009089433534,2019-12-31,2020-03-31,2020-06-30
ADBE,-0.03395289566691273,0.08431163287086446,0.05216535433070866,0.12302377495566943,0.15895491499614198,-0.1318186628101797,0.033107226235776395,0.011970236169524426,0.031010230179028132,2020-02-28,2020-05-29,2020-08-28
PDD,0.23519890772582686,-1.0593006897378547,0.6271332449292544,0.24846000000000001,-1.3574526971285625,0.7876639649606032,0.43635888882914814,-0.3939381950398815,0.8641194032953992,2019-12-31,2020-03-31,2020-06-30
MRNA,0.01347272213179272,-0.013695446728740297,0.0667497057969464,0.011572023090347645,0.04433096104742761,0.12821897561252923,-0.17546638507567758,-0.4031305585200996,6.909285969722255,2019-12-31,2020-03-31,2020-06-30
CPRT,0.021914300042358233,-0.07046957482895966,0.05440259147825998,-0.22612614583561227,-0.12622621773669174,0.12074543807428485,0.037364904838174395,-0.04308516187363077,-0.044881532088087796,2020-01-31,2020-04-30,2020-07-31
ANSS,0.7679324492846059,-0.816531693553598,2.310744577818214,0.827064426790352,-0.7234600537092983,1.1067635232531674,0.4138686067711741,-0.37275311170891023,0.2645244848107284,2019-12-31,2020-03-31,2020-06-30
EXC,-0.28898743532889876,0.2681912681912682,-0.5368852459016393,-0.0030784370623635807,-0.24533961046357117,-0.10481125589039259,-0.0657408444394669,0.048549508511148406,-0.16291299874242599,2019-12-31,2020-03-31,2020-06-30
FOXA,-0.7711978465679677,3.7705882352941176,-0.8520345252774353,-0.39492046818727483,-0.7366028065389464,0.5770105923891722,0.416572928383952,-0.08946532556908417,-0.29709302325581394,2019-12-31,2020-03-31,2020-06-30
FOX,0.06707317073170732,-0.4014285714285714,-0.6539379474940334,0.0938337801608579,-0.3968587434973989,-0.6985403881240669,0.06128133704735376,0.416572928383952,-0.08946532556908417,2019-09-30,2019-12-31,2020-03-31
LULU,1.3687048211614694,-0.9213636920240007,2.7986321028365544,1.3639487919595485,-0.903860259400296,2.0317511078623967,0.5254153850184142,-0.5334767808880343,0.3849610866891015,2020-02-02,2020-05-03,2020-08-02
AMD,0.5068493150684932,-0.19545454545454546,-0.022598870056497175,0.3653541841198921,-0.09769566403054274,-0.03324518322629382,0.1810105496946141,-0.16031969910672308,0.08174692049272117,2019-12-28,2020-03-28,2020-06-27
PEP,-0.28883945124212085,0.20855057351407716,0.2985332182916307,-0.23964522859432139,0.23284469716730122,0.39486467730742564,-0.32747093023255813,0.14869245731575534,0.1345876450297899,2020-03-21,2020-06-13,2020-09-05
KHC,-0.5016949152542373,0.30612244897959184,-2.7434895833333335,-0.7982124394623715,1.0819793703229286,-5.371349005893402,0.07570770243581304,-0.05798653610771114,0.07974662985220075,2019-12-28,2020-03-28,2020-06-27
WDAY,-0.3251428571428571,0.011225418728652882,0.8840208504953031,-0.09576358180669603,-0.22483650710721176,0.8253930898554136,0.04071953949472338,0.043107695490828116,0.0427952100629919,2020-01-31,2020-04-30,2020-07-31
LBTYA,0.017467248908296942,0.38626609442060084,0.5975232198142415,-1.122533912196778,1.6850002278215703,-1.569108070534865,0.049737759160829315,-0.03567835825900342,-0.05316781417344739,2019-12-31,2020-03-31,2020-06-30
ALGN,0.18873474267019,-0.53742639761826,-2.044080208243943,0.19196331246690965,11.548118439359596,-1.0268328436588368,0.06988825058739653,-0.15208676073851893,-0.36054871198247435,2019-12-31,2020-03-31,2020-06-30
MELI,-0.15914555996338114,-0.5689462453002744,-4.348757324712063,-0.6304344867013312,-0.6089943094970627,-3.6504097588545594,0.11813654687735788,-0.03289478562773721,0.34700371573906097,2019-12-31,2020-03-31,2020-06-30
NTES,-0.22218905750724313,-0.33001906277822374,1.0080573512252302,-0.23076923076923078,-0.8666088939333517,1.0785534964833945,-0.1918297752655463,-0.48890014751610616,1.28097392898332,2019-11-30,2019-12-31,2020-03-31
CSX,0.02079722703639515,-0.29711375212224106,0.3780193236714976,0.003869875438384281,-0.3468758784082239,0.4755837009483699,-0.010398613518197574,-0.21015761821366025,0.17427937915742794,2020-03-31,2020-06-30,2020-09-30
ULTA,0.7150792704732387,-1.3526737930746884,1.1256848370186434,0.7324859763155551,-1.357580990412462,1.1024196388148297,0.37051935377655104,-0.4912178143368498,0.04670860289291772,2020-02-01,2020-05-02,2020-08-01
TMUS,-0.1611148878314072,0.24716369529983792,-0.46718648473034435,-0.1392505478596289,0.26509147043915016,-0.9189910303692574,0.0738631226833017,-0.0644047819498232,0.5901196796544588,2019-12-31,2020-03-31,2020-06-30
SWKS,0.18554938007695596,-0.28056256761630005,-0.2606516290726817,0.2264853714042469,-0.2935424662105791,-0.271907033870282,0.0830311820159536,-0.1450730945207008,-0.03824565983553061,2019-12-27,2020-03-27,2020-06-26
BMRN,-3.284788029925187,12.456123117223314,-1.3900972742256648,-0.7173068477416303,4.196104206500955,-1.3713576044709181,-0.014430803063129884,0.10480082210530253,-0.14456977029053775,2019-12-31,2020-03-31,2020-06-30
LBTYK,-3.7442528735632186,1.4897033158813264,0.8774055595153243,-1.0671346650458997,2.2731899829774984,-1.5577602320120796,-1.0,0.0,-0.05316781417344739,2019-12-31,2020-03-31,2020-06-30
EBAY,0.16353383458646617,0.01615508885298869,0.3052464228934817,0.8442368442368445,5.598740941365932,-0.7672138567248024,0.06493016232540581,-0.1584544487770294,0.2068239258635215,2019-12-31,2020-03-31,2020-06-30
BIDU,-1.0800953079178885,-0.8359788359788359,9.338672768878718,-0.9934364152062345,-0.9987745098039216,86.93074712400072,-0.21946406314914832,-0.7231304347826087,0.1547571523619428,2020-03-31,2020-05-20,2020-06-30
MAR,-0.5485996705107083,-0.583941605839416,-2.3508771929824563,-0.27448857729549536,-0.8878651871676753,-8.589713802935897,0.016464799394398183,-0.12846769689070936,-0.6872463148899808,2019-12-31,2020-03-31,2020-06-30
CTXS,0.6724652849834433,0.08732149697077594,-0.28715882647719887,-0.23783683184609805,-0.08720601465107312,-0.3678448985913311,0.10495551240890652,0.06312737474732133,-0.07203247594213336,2019-12-31,2020-03-31,2020-06-30
WDC,1.3875968992248062,2.06,0.7058823529411765,0.4997586950226826,1.1202941428693938,7.851185171983604,0.04801980198019802,-0.013934813415210204,0.02682634730538922,2020-01-03,2020-04-03,2020-07-03
VRSK,1.6472919418758256,0.25898203592814373,0.02933016250495442,3.031733157601258,0.302663012045163,0.046435534621547106,0.03692354833767428,0.0192080378250591,-0.015946651203247317,2019-12-31,2020-03-31,2020-06-30
QCOM,0.4171597633136095,-0.3173277661795407,0.26452599388379205,0.9053644328789362,-0.4905400325773713,0.8245941957697982,0.054632322393020356,0.027378373054953713,-0.061924846625766874,2019-12-29,2020-03-29,2020-06-28
ADI,-0.19190450436072715,0.2581739982737686,0.21831288878553573,-0.2652015241775344,0.3164372055654968,0.3522248113626275,-0.09676563293581916,0.010352379819955276,0.10559579669870772,2020-02-01,2020-05-02,2020-08-01
MDLZ,0.03424657534246575,-0.05518763796909492,-0.16705607476635514,-0.488755007735735,0.02396937691644782,-0.26009433777621205,0.08780487804878048,-0.02979892955301606,-0.11868197405695542,2019-12-31,2020-03-31,2020-06-30
CDNS,0.2796352583586626,0.09041198125596515,0.11399802566633761,-0.8118154691261741,0.059574755619622576,0.2541717152392491,0.0306927637998182,0.03311071805967082,-0.012670382100755304,2020-03-28,2020-06-27,2020-09-26
AVGO,-0.3225806451612903,0.07282913165266107,0.31592689295039167,-0.5497824229148454,0.47285282598972367,0.20754451456166864,0.014196675900277008,-0.019801980198019802,0.013758272378962034,2020-02-02,2020-05-03,2020-08-02
ALXN,0.020754716981132074,0.2855822550831793,-2.9700934579439253,0.9139880452264924,-0.37165218045678594,-2.9329005884372483,0.0959543979099042,0.043704399335404175,-0.00013842746400885935,2019-12-31,2020-03-31,2020-06-30
NFLX,1.0899256726105315,0.4170827002387671,-0.03171375801957099,0.2050199552448843,0.012450383530522849,0.12824844156744597,0.05491735245455181,0.06598741160024002,0.04673676533590012,2020-03-31,2020-06-30,2020-09-30
BKNG,-0.5054852320675105,-1.348976109215017,-0.18337408312958436,-0.3904357713984234,-1.6129337960010233,1.174952087570987,-0.3375,-0.31476489967056004,-0.7246503496503497,2019-12-31,2020-03-31,2020-06-30
ORLY,-0.17685783694997603,-0.04063845545783381,0.7388050363465947,-0.16445669257263815,-0.0652045455080501,0.7892659806484432,-0.06883595446963242,-0.0026129944924938833,0.24837925658402407,2019-12-31,2020-03-31,2020-06-30
ILMN,-0.12987012987012986,-0.2947761194029851,-0.49206349206349204,0.014515394540440728,-0.2712605125839293,-0.7283218697601205,0.04961411245865491,-0.0976890756302521,-0.2630966239813737,2019-12-29,2020-03-29,2020-06-28
MNST,-0.1982536041856854,0.15121828131653237,0.11582846559338937,-0.1358199097347081,0.09519563509755227,0.13627464283637333,-0.1026582225997881,0.04413167047775967,0.029939826588343627,2019-12-31,2020-03-31,2020-06-30
GOOGL,0.009698158439577205,-0.13911072739045974,-0.199824495424345,0.5162898256379661,-0.39710769403160584,0.025365752452127237,0.13768241191140523,-0.10669560499186109,-0.06953521708496319,2019-12-31,2020-03-31,2020-06-30
ATVI,0.8380566801619433,0.34801762114537443,0.2238562091503268,1.5635511546165766,-0.038095799731678155,0.14555904667024294,0.5491419656786272,-0.09969788519637462,0.08053691275167785,2019-12-31,2020-03-31,2020-06-30
SIRI,0.17293233082706766,-0.11324786324786325,0.15180722891566265,0.21267052887310783,-0.15980890738172296,0.28393250183418944,-0.0533462657613967,-0.039959016393442626,-0.14941302027748132,2020-03-31,2020-06-30,2020-09-30
LRCX,0.2773367072592124,0.011074840752733751,0.08875775448989648,0.10890233921344719,0.1317093805154835,0.21822582765580661,0.19289196424696156,-0.03091773527472991,0.11512866343801488,2019-12-29,2020-03-29,2020-06-28
NVDA,0.06796116504854369,-0.014141414141414142,-0.33299180327868855,0.052732884669586,-0.037299203343345994,-0.32603711642293187,0.030192435301924354,-0.008051529790660225,0.2551948051948052,2020-01-26,2020-04-26,2020-07-26
PAYX,0.37576821773485514,-0.36268878961922996,-0.0520694259012016,0.3687797942627751,-0.37690811515392214,-0.042835896513965493,0.15342686988997678,-0.19917738689069747,0.018686482351655556,2020-02-29,2020-05-31,2020-08-31
KLAC,0.12817369006064624,-0.6685053507651821,1.953593263201804,0.10866400802214406,-0.7919480151386319,4.272603425823901,0.06794824446340562,-0.05663574818162606,0.02502099772185252,2019-12-31,2020-03-31,2020-06-30
CSCO,-0.05560212349818385,0.010059171597633136,-0.048916227299355595,-0.013391553244932547,-0.0322828934708921,-0.049527363945058085,-0.08769663348278744,-0.0018325697625989172,0.014270216139531002,2020-01-25,2020-04-25,2020-07-25
ADSK,0.20976491862567812,-0.02391629297458894,0.11868300153139356,0.9600785122592235,-0.4899691096099664,0.4706821963394343,0.06716506467307463,-0.015122873345935728,0.03093598283843288,2020-01-31,2020-04-30,2020-07-31
